area_id,class_id,county_id,dev_category,parcel_id,job_spaces,resunits,acres,sf_res,sf_com,acres_res,acres_com
0,2,4.0,Developable,46.0,0.0,0.0,30.777796030961806,0.0,0.0,0.0,0.0
0,2,4.0,Remain,21.0,0.0,6.391682516678312,6.4266451784868615,25060.942589224356,0.0,6.4266451784868615,0.0
0,2,4.0,Undevelopable,22.0,0.0,0.06148966803164001,6.743386570064079,180.41068600459005,0.0,0.0,0.0
1,0,4.0,Developable,98.0,0.0,0.0,21.879748583641906,0.0,0.0,0.0,0.0
1,0,4.0,Remain,33.0,492.71635745643744,3.4132754803135996,22.210931950151544,7539.3918322536,184465.7437496882,0.8943493572662199,21.316582592885318
1,0,4.0,Undevelopable,23.0,0.0,0.0,20.616794054175656,0.0,0.0,0.0,0.0
1,8,4.0,Developable,181.0,0.0,0.0,45.559632430801265,0.0,0.0,0.0,0.0
1,8,4.0,Redevelopable,4.0,0.0,2.2815012985235135,1.1700841769811139,4504.938987740428,0.0,1.1700841769811139,0.0
1,8,4.0,Remain,531.0,3981.1054009570416,197.7321943806202,187.94914487191255,164726.60376306387,1528947.4449344121,27.30658175859135,160.64256311332113
1,8,4.0,Undevelopable,136.0,4.000450262469064,3.000244466195231,22.26947916049551,5092.414940622382,2532.285016146083,0.0,0.0
2,8,4.0,Developable,38.0,0.0,0.0,55.16753985047717,0.0,0.0,0.0,0.0
2,8,4.0,Remain,28.0,2288.15103489969,0.9955144406157949,60.55473397009982,1813.8273108002197,1619944.5289852326,14.733091006885518,45.821642963214295
2,8,4.0,Undevelopable,11.0,4.000474930140236,0.0,1.3277151492345285,0.0,1000.1187325360563,0.0,0.0
5,8,2.0,Developable,166.0,0.0,0.0,285.85349718414557,0.0,0.0,0.0,0.0
5,8,2.0,Redevelopable,2.0,3.00022145053,0.930431848861,16.819438021434,4227.88232123,2925.21591427,15.8461889645,0.973249056934
5,8,2.0,Remain,102.0,1509.788277532142,92.99889881133501,127.61371958866242,241311.41510006002,1136758.5547875727,38.856646035107005,88.7570735535554
5,8,2.0,Undevelopable,58.0,51.28519065353,698.2110529813999,343.62208909553175,1787031.2261029999,43576.751753770004,0.0,0.0
6,10,2.0,Developable,34.0,0.0,0.0,43.45440633808173,0.0,0.0,0.0,0.0
6,10,2.0,Redevelopable,3.0,125.74691399321,0.0,28.99436461459,0.0,44786.68473364,0.0,28.99436461459
6,10,2.0,Remain,23.0,1395.1015808366,0.0078395128746,16.3261534330255,20.3731631613,808470.7775694,0.0543838017775,16.271769631248
6,10,2.0,Undevelopable,40.0,456.75211142555,0.0,63.57463970782401,0.0,160995.32067008,0.0,0.0
7,8,1.0,Developable,34.0,0.0,0.0,0.8002384262917801,0.0,0.0,0.0,0.0
7,8,1.0,Redevelopable,6.0,62.05641776681,0.0,9.856027292178,0.0,25204.917230029998,0.0,9.856027292178
7,8,1.0,Remain,15.0,299.6953788112124,1.437227420569,12.437574280725839,1945.141109972,117140.33020529879,0.5837125565735001,11.853861724152338
7,8,1.0,Undevelopable,2.0,0.0,27.6591094155,1.699448862489,42453.4138596,0.0,0.0,0.0
8,8,1.0,Developable,13.0,0.0,0.0,2.55435088450869,0.0,0.0,0.0,0.0
8,8,1.0,Redevelopable,21.0,103.26682082041486,3.639046313075,5.720722984414873,3160.4103371399997,48553.68620151017,0.6396838833240001,5.081039101090872
8,8,1.0,Remain,95.0,388.70351907397855,120.8246058204115,18.379735059334774,85654.7015413265,211652.78743595388,10.489122908061411,7.890612151273364
8,8,1.0,Undevelopable,7.0,25.94878217559,0.0,5.57684898805225,0.0,11258.63244066,0.0,0.0
9,8,1.0,Developable,62.0,0.0,0.0,10.670130264178782,0.0,0.0,0.0,0.0
9,8,1.0,Redevelopable,26.0,102.98538318279763,12.998219381118998,6.7494765537661845,32803.50974988,62228.15900363864,3.075404473519,3.674072080247184
9,8,1.0,Remain,185.0,2322.7998148353386,143.98026667863192,43.82752986701765,166795.1628592699,1343721.7583979575,14.11593830865882,29.71159155835887
9,8,1.0,Undevelopable,9.0,196.97289241194,0.0,9.3585445074942,0.0,69348.456545428,0.0,0.0
12,8,1.0,Developable,13.0,0.0,0.0,10.548388134564151,0.0,0.0,0.0,0.0
12,8,1.0,Redevelopable,2.0,355.944688864,0.999847891865,14.250215057673,1281.80499737,133123.313635,0.445277679773,13.8049373779
12,8,1.0,Remain,53.0,2179.1931546117953,8.087687350948078,76.76371626516311,21065.4027109327,850363.4885674764,3.4515924180113493,73.31212384715177
12,8,1.0,Undevelopable,11.0,53.8190693427,0.0,1.2125150903523303,0.0,52473.5926091,0.0,0.0
13,2,1.0,Developable,71.0,0.0,0.0,80.86541394675503,0.0,0.0,0.0,0.0
13,2,1.0,Redevelopable,8.0,298.02888837399996,4.2546289876897,22.23029170414786,4993.0030125997,290578.166165,1.4592362245378598,20.77105547961
13,2,1.0,Remain,40.0,4.969097720789,124.61014044439861,13.824786313585818,155846.1526390188,3145.438857261,12.601287560953416,1.2234987526324
13,2,1.0,Undevelopable,6.0,0.0,0.0,6.8822016891929,0.0,0.0,0.0,0.0
14,0,1.0,Developable,29.0,0.0,0.0,51.98646180554431,0.0,0.0,0.0,0.0
14,0,1.0,Redevelopable,9.0,6.864229635571999,3.8304723383978003,1.17345621095835,6431.421373437101,4845.2227526375,0.6773745172343,0.49608169372405
14,0,1.0,Remain,39.0,90.84647275775401,101.6822170639807,10.226315217345446,110029.62198268947,49114.22831407,8.428707143236846,1.7976080741086
14,0,1.0,Undevelopable,8.0,0.0,0.0,6.48467751101965,0.0,0.0,0.0,0.0
14,8,1.0,Developable,95.0,0.0,0.0,29.68570929499898,0.0,0.0,0.0,0.0
14,8,1.0,Redevelopable,23.0,57.9180438676216,7.3202116610379315,7.428931303168265,13985.699028545778,35139.425631308164,2.2260995031961004,5.202831799972164
14,8,1.0,Remain,513.0,2005.8745181039199,670.6939843123637,138.40520337117675,687749.8494472755,1098497.330023851,69.67964306759175,68.72556030358491
14,8,1.0,Undevelopable,58.0,1294.577926231653,5.264471170254,43.27977732013081,6848.843586635,744832.1858227666,0.0,0.0
15,0,1.0,Developable,13.0,0.0,0.0,6.7232134714540495,0.0,0.0,0.0,0.0
15,0,1.0,Redevelopable,2.0,84.076002208267,0.0,6.8156031999065,0.0,81974.10215304,0.0,6.8156031999065
15,0,1.0,Remain,2.0,0.0,7.899485677557601,0.5382271967155701,10050.579272728,0.0,0.5382271967155701,0.0
15,0,1.0,Undevelopable,2.0,0.0,0.0,0.052877046575848005,0.0,0.0,0.0,0.0
15,8,1.0,Developable,106.0,0.0,0.0,90.17013564302304,0.0,0.0,0.0,0.0
15,8,1.0,Redevelopable,9.0,123.32138177715937,0.0,18.988743571987143,0.0,79479.67673137508,0.0,18.988743571987143
15,8,1.0,Remain,313.0,2087.6575173742726,569.347271034264,157.4920066913952,724216.4615651545,1648567.5723546022,59.691345608912954,97.80066108248214
15,8,1.0,Undevelopable,29.0,0.0,0.0,20.262984420840546,0.0,0.0,0.0,0.0
16,10,1.0,Developable,54.0,0.0,0.0,80.5586479798866,0.0,0.0,0.0,0.0
16,10,1.0,Remain,177.0,1472.2889633973896,736.2070565428165,51.28317285204523,642494.8642649521,821265.8031853,33.236033607219234,18.047139244826003
16,10,1.0,Undevelopable,32.0,39.72282991347072,0.0,34.92351007643288,0.0,22483.551615172815,0.0,0.0
17,8,1.0,Developable,21.0,0.0,0.0,2.280343901587286,0.0,0.0,0.0,0.0
17,8,1.0,Redevelopable,15.0,60.078574680290004,0.999698709665,8.150527292033,1799.4576774,27433.22745543,0.0,8.150527292033
17,8,1.0,Remain,106.0,339.97255035851396,80.70901255701901,26.4937395951885,90381.19575734793,215083.25985338495,12.200717745563598,14.293021849624902
17,8,1.0,Undevelopable,2.0,62.1232733818,0.0,1.2267931557842842,0.0,21743.1456836,0.0,0.0
18,8,1.0,Developable,1.0,0.0,0.0,0.0315420440239,0.0,0.0,0.0,0.0
18,8,1.0,Undevelopable,5.0,0.000383043380395,0.0,0.6654824803578,0.0,0.134065183138,0.0,0.0
19,8,1.0,Developable,2.0,0.0,0.0,0.23228206666089998,0.0,0.0,0.0,0.0
19,8,1.0,Remain,4.0,0.0,0.14790514177885,0.12009937766637001,324.42536656302,0.0,0.12009937766637001,0.0
20,8,2.0,Developable,5.0,0.0,0.0,0.34602979750260004,0.0,0.0,0.0,0.0
20,8,2.0,Redevelopable,2.0,18.9146924002,0.588065883131,0.724661967251,1296.09720642,3608.81204707,0.170535234383,0.554126732868
20,8,2.0,Remain,34.0,0.0,12.114738344290062,3.48299450869384,45694.861029055195,0.0,3.48299450869384,0.0
20,8,2.0,Undevelopable,40.0,8.71320938278,11.000195074319999,61.210405661009894,21697.267509375,3049.62328397,0.0,0.0
21,8,2.0,Developable,17.0,0.0,0.0,2.1410825760131496,0.0,0.0,0.0,0.0
21,8,2.0,Redevelopable,4.0,137.85636099779998,1.00001463149,5.802362349197,1456.02130346,78715.9671231,0.222902500221,5.579459848976
21,8,2.0,Remain,159.0,940.5734387822903,102.78401330358312,41.48468470565959,215609.93585115127,577188.7937744044,20.82843996426348,20.656244741396122
21,8,2.0,Undevelopable,14.0,39.0004556015,0.0,6.206127043661297,0.0,14586.170395,0.0,0.0
22,8,2.0,Developable,10.0,0.0,0.0,1.15401096036635,0.0,0.0,0.0,0.0
22,8,2.0,Redevelopable,1.0,0.0,0.550903378844,0.270777352728,1343.10243762,0.0,0.270777352728,0.0
22,8,2.0,Remain,131.0,561.9801976634999,97.93388788067611,20.97988443380169,193510.2640251016,332977.38701167004,12.665022643374195,8.314861790427498
22,8,2.0,Undevelopable,22.0,69.91908459038001,2.195871120728,8.57931856144915,5841.74936338,43851.86267532,0.0,0.0
23,10,2.0,Developable,31.0,0.0,0.0,19.22305399038614,0.0,0.0,0.0,0.0
23,10,2.0,Redevelopable,1.0,2.00001569,0.0,0.792192842498,0.0,748.005868059,0.0,0.792192842498
23,10,2.0,Remain,80.0,9656.297085112983,40.47660067938689,64.29973271817215,196055.634788623,6331665.584384419,10.541694622188249,53.75803809598391
23,10,2.0,Undevelopable,30.0,11.922965051968799,1.166507373799,192.93935168172,5002.592435255,7530.629621427899,0.0,0.0
